,label,no_stop_words
1892,0,"['last', 'day', 'make', 'taxdeduct', 'gift', 'special', 'olymp', '2020', 'gift', 'midnight', 'match', '5x', 'help', 'even', 'athlet', 'get', 'sidelin', '2021']"
1893,0,"['sheep', 'creek', 'itemsx', 'sweatshirt', 'flash', 'sale', 'shop', 'nup', 'h', 'httpsbitply3jf0p0p0pev']"
1894,0,"['look', 'crowdfund', 'next', 'film', 'project', '2021', 'global', 'film', 'crowdfund', 'summit', 'panel', 'expert', 'discuss', 'success', 'date', 'film', 'crowdfund', 'strategi', 'rais', '10k', 'campaign', 'easi', 'youv', 'ever', 'tri', 'crowdfund', 'know', 'find', 'hundr', 'backer', 'thousand', 'pound', 'would', 'give', 'money', 'campaign', 'except', 'mayb', 'immedi', 'friend', 'famili', 'step', 'need', 'take', 'ma…']"
1895,0,"['first', 'look', 'exclus', 'mayflow', 'passeng', 'foldout', 'smaller', 'print', 'power', 'meaning', 'poster', 'get', 'now…']"
1896,0,"['black', 'friday', 'sale', 'shop', 'deal']"
1897,0,"['friend', 'help', 'prepar', 'celebr', 'nativ', 'team', 'ha', 'put', 'togeth', 'advent', 'gospel', 'reflect', 'book', 'contain', 'read', 'day', 'well', 'daili', 'reflect', 'get', 'one', 'book', 'add', 'addit', 'copi', 'famili', 'friend', 'small', 'group', 'right', 'httpsbishopbarronbookscomadventgospelreflectionbook…', 'hope', 'youll', 'join', 'thousand', 'prayer', 'reflect', 'thi', 'advent', 'may', 'god', 'bless']"
1898,1,"['help', 'research', 'understand', 'daili', 'habit', 'includ', 'onlin', 'receiv', '5', 'help']"
1899,1,"['join', 'health', 'profession', 'tell', 'ford', 'motor', 'compani', 'move', 'forward', 'backward', 'clean', 'car']"
1900,1,"['look', 'respons', 'befor', 'midnight', 'congress', 'help', 'peopl', 'rather', 'build', 'wall']"
1901,1,"['ever', 'sinc', 'jaim', 'harrison', 'launch', 'hi', 'campaign', 'defeat', 'lindsey', 'graham', 'weve', 'sprint', 'full', 'speed', 'ahead', 'weve', 'visit', 'south', 'carolina', 'hbcu', 'set', 'state', 'democrat', 'fundrais', 'record', 'talk', 'voter', 'across', 'state', 'thi', 'onli', 'possibl', 'becaus', 'grassroot', 'support', 'invest', 'thi', 'campaign', 'day', 'one', 'want', 'join', 'movement', 'join', 'jaim', 'make', 'first', 'donat', 'defeat', 'lindsey', 'graham', 'today']"
1902,0,"['victim', 'famili', 'member', 'victim', 'gainesvil', 'poultri', 'factori', 'foundat', 'food', 'group', 'explos', 'may', 'entitl', 'compens', 'love', 'one', 'injur', 'wors', 'accid', 'click', 'take', '60second', 'qualif', 'eval']"
1903,0,"['world', 'best', 'wine', 'pair', 'tast', 'price', 'rang', 'deliv', 'door', 'click', '30', 'today']"
1904,1,"['trader', 'joe', 'crew', 'member', 'unit', 'forum', 'trader', 'joe', 'crew', 'join', 'togeth', 'discuss', 'workplac', 'issu', 'share', 'idea', 'togeth', 'improv', 'work', 'condit']"
1905,0,"['use', 'arise®', 'platform', 'provid', 'custom', 'support', 'amaz', 'client', 'like', 'intuit', 'beyourownboss']"
1906,0,"['give', 'gift', 'booz', 'drink', 'along', 'becaus', 'share', 'care']"
1907,1,"['alreadi', 'hear', 'whisper', 'among', 'men', 'thi', 'ha', 'gone', 'far', 'think', 'respons', 'leader', 'say', 'thi', 'hasnt', 'gone', 'far', 'address', 'longoverdu', 'problem', 'need', 'make', 'sure', 'shift', 'norm', 'becom', 'perman']"
1908,0,"['artistri', 'fave', 'megatal', 'jame', 'charl', '£260', 'flash', 'sale', 'free', 'ship', '£49']"
1909,0,"['beard', 'oil', 'deal', '3', 'x', '15ml', '£20', 'rum', 'kreed', 'mani']"
1910,1,"['8', 'month', 'ago', 'wa', 'told', 'thi', 'wa', 'absolut', 'imposs', 'look', 'us', 'time', 'alway', 'right', 'rightand', 'thousand', 'us', 'bronx', 'amp', 'westchest', 'readi', 'september13', 'let', 'thi', 'vote4biaggi', 'biaggi4ni']"
1911,0,"['free', 'express', 'ship', '£50', 'perfumedirectcom', 'luxuri', 'fragranc', 'low', 'price', 'shop', 'favourit', 'luxuri', 'perfum', 'aftershav', 'onli']"
1912,1,"['break', 'news', 'fals', 'polit', 'hitpiec', 'channel', '4', 'wdiv', 'hillari', 'clinton', 'ronald', 'reagan', 'watch', 'thi', 'fals', 'polit', 'hitpiec', 'accept', 'peopl', 'troy', 'amp', 'clawson', 'ethan', 'baker', 'posit', 'campaign', 'go', 'strong', 'amidst', 'hi', 'oppon', 'tactic', 'fals', 'slammail', 'commun', 'mailbox', 'commun', 'leader', 'ralli', 'get', 'truth', 'check', '600pm', 'wdiv', 'news', 'segment', 'focus', 'posit', 'campaign', 'state', 'repres', '41st', 'di', 'strict', 'campaign', 'share', 'voter', 'ethan', 'state', 'repres', 'certainli', 'hillari', 'clinton', 'falsehood', 'remind', 'ethan', 'ha', 'never', 'rais', 'tax', 'ever', 'real', 'conserv', 'reagan', 'republican', 'real', 'deal', 'thank', 'watch', 'continu', 'support', 'spread', 'thi', 'video', 'believ', 'honesti', 'posit', 'polit', 'campaign', 'httpyoutubekovqqsqll8i']"
1913,0,"['leav', 'commun', 'support', 'creation', 'give', 'larger', 'fan', 'subscrib', 'monthli', 'content', 'patreon']"
1914,1,"['like', 'page', 'help', 'stop', 'wealthi', 'famili', 'like', 'trump', 'receiv', 'giant', 'tax', 'break']"
1915,1,"['thi', 'deceit', 'attack', 'ad', 'john', 'katko', 'releas', 'repres', 'kind', 'neg', 'campaign', 'make', 'peopl', 'distrust', 'politician', 'set', 'record', 'straight', 'time', 'show', 'katko', 'door', 'chip', 'rapid', 'respons', 'goal', '200', 'new', 'grassroot', 'donat', 'midnight', 'tomorrow', 'fight', 'back']"
1916,1,"['sesam', 'workshop', 'nonprofit', 'mission', 'help', 'kid', 'grow', 'smarter', 'stronger', 'kinder', 'everyth', 'meet', 'need', 'especi', 'thi', 'uniqu', 'challeng', 'time', 'make', 'gift', 'givingtuesday', 'decemb', '1', 'match', 'dollar', 'dollar', 'consid', 'donat', 'today']"
1917,0,"['give', 'gift', 'coddi', 'thi', 'christma', 'fish', 'slipper', 'fish', 'sock', 'bread', 'loafer', 'taco', 'shoe', 'youll', 'sure', 'find', 'someth', 'uniqu', 'everyon', 'christma', 'list', 'limit', 'time', 'enjoy', '50', 'sitewid', 'grab', 'pair', 'order', 'dec', '14th', 'get', 'coddi', 'christma']"
1918,1,"['women', 'hold', 'onli', '20', 'seat', 'congress', '25', 'state', 'legislatur', 'represent', 'often', 'even', 'wors', 'agricultur', 'board', 'council', 'stat', 'may', 'daunt', 'plate', 'polit', 'work', 'improv', 'prepar', 'women', 'leadership', 'role', 'read', 'plate', 'polit', 'whi', 'import', 'women', 'seat', 'tabl', 'thi', 'new', 'women', 'farmer', 'weekli', 'post']"
1919,1,"['urgent', 'ad', 'alert', 'dark', 'money', 'group', 'alreadi', 'spent', 'nearli', '1', 'million', 'onlin', 'tv', 'cant', 'wait', 'ani', 'longer', 'respond', 'launch', 'first', 'onlin', 'ad', 'need', 'help', 'need', 'rais', '10000', 'onlin', 'get', 'ad', 'right', 'away', 'rush', 'donat', 'help', 'fund', 'ad', 'gtgt']"
1920,0,"['need', 'new', 'roof', 'gaf', 'lifetim', 'roof', 'system', 'low', 'instal', 'trust', 'solut']"
1921,0,"['onli', '10', 'peopl', 'good', 'luck']"
1922,0,"['gopuff', 'look', 'deliveri', 'driver', 'today', 'make', 'guarante', 'hourli', 'minimum', 'creat', 'schedul', 'experi', 'requir']"
1923,0,"['retouch', 'replac', 'remix', 'anyth', '’', 'possibl', 'photoshop']"
1924,1,"['south', 'sudan', 'onli', 'place', 'earth', 'food', 'still', 'ha', 'airdrop', 'sometim', 'bag', 'grain', 'puls', 'split', 'land', 'noth', 'wast', '’', 'thi', 'hungri', 'wast', 'singl', 'grain', 'puls', 'unthink', 'million', 'live', 'hunger', 'right', 'help', 'us', 'end', 'thi']"
1925,0,"['truli', 'preciou', 'keepsak', 'honor', 'friendship', 'good', 'remind', 'time', 'togeth', 'save', 'moment', 'httpsunifurycomprod', 'bestfriends2272beachorna']"
1926,0,"['celebr', 'thi', 'holiday', 'season', 'made', 'usa', 'reusabl', 'plasticfre', 'contain', '25', 'set', 'today']"
1927,0,"['black', 'friday', 'mad', 'save', '200', 'authent', 'anim', 'skull', 'last', 'year', 'sold', 'quickly—grab', 'skull', 'befor', '’', 'late', 'shop', '→', 'wwwskullblisscomshopal']"
1928,1,"['havent', 'chanc', 'meet', 'scott', 'milder', 'person', 'watch', 'thi', 'short', 'video', 'get', 'know', 'learn', 'whi', 'run', 'lt', 'governor', 'httpowly5pjw30ihabh']"
1929,1,"['adi', 'barkan', 'travel', 'dc', 'ask', 'congress', 'hero', 'take', 'stand', 'million', 'american', 'famili', 'like', 'hi', 'count', 'health', 'care', 'benefit', 'theyv', 'paid', 'congress', 'didnt', 'listen', 'prove', 'long', 'theyr', 'power', 'theyll', 'choos', 'tax', 'cut', 'wealthi', 'donor', 'health', 'care', 'american', 'famili', 'need', 'politician', 'chanc', 'hero', 'stand', 'adi', 'million', 'hard', 'work', 'american', 'like', 'time', 'congress', 'fight', 'us', 'chip', 'today', 'support', 'work', 'beahero']"
1930,0,"['25', 'everyth', '35', 'set', 'limit', 'time', 'onli']"
1931,1,"['missouri', 'next', 'senat', 'clair', 'mccaskil', 'josh', 'hawley', 'take', 'yougov', 'new', 'poll', 'make', 'voic', 'heard']"
1932,0,"['reli', 'lendmark', 'fund', 'option', 'life', 'lendmarkfinancialcom', 'loan', 'servic', 'hit', 'mark']"
1933,1,"['work', 'move', 'peopl', 'want', 'see', 'put', 'excel', 'map', 'thi', 'year', '’', 'commun', 'award']"
1934,1,"['victori', 'judg', 'rule', 'presid', 'trump', 'exceed', 'hi', 'constitut', 'author', 'violat', 'feder', 'law', 'tri', 'reopen', 'arctic', 'atlant', 'drill', 'one', 'abov', 'law', 'httpsejustc2iuordl']"
1935,0,"['could', 'score', 'limit', 'land', 'rover', 'defend', '110', 'first', 'edit', 'tax', 'ship', 'includ', 'plu', '20000', 'cash', 'enter']"
1936,1,"['theyr', 'onli', 'one', 'thank', 'senat', 'mark', 'warner', 'tim', 'kain', 'oppos', 'thi', 'horribl', 'plan']"
1937,0,"['55', 'first', 'watch', 'ive', 'ever', 'bought', 'wa', 'never', 'watch', 'person', 'till', 'saw', 'stardust', 'watch', 'kati', 'j', 'holiday', 'sale', '60', 'storewid', 'stock', 'last', 'exclus', 'made', 'stardust', 'watch', 'perfect', 'present', 'love', 'one', 'beauti', 'afford', 'uniqu', 'fashion', 'watch', 'hundr', 'posit', 'review', 'photo', 'instagram', 'satisfact', 'moneyback', 'gaurante', 'click', 'shop', 'visit', 'wwwstardustwatchescom']"
1938,0,"['small', 'batch', 'chai', 'concentr', 'hand', 'blend', 'fresh', 'spice']"
1939,0,"['switch', 'save', 'today', 'bulbcouk', 'good', 'planet', 'good', 'wallet', 'good']"
1940,0,"['’', 'give', '3', 'lucki', 'winner', 'chanc', 'sleigh', 'christma', 'list', '250', 'shop', 'spree', 'purchas', 'necessari', 'entri', 'period', '1116', '–', '126', 'open', 'us', 'resid', 'offici', 'rule', 'see', 'httpswwwtoofacedcomenchantingchristmassweepstak']"
1941,1,"['volunt', 'vote', 'right', 'comfort', 'home', 'splc', 'host', 'call', 'bank', 'session', 'august', '6', 'regist', 'learn', 'link']"
1942,1,"['need', 'immens', 'face', 'reconfin', 'volunt', 'help', 'grow', 'number', 'vulner', 'peopl', 'alreadi', 'weaken', 'first', 'wave', 'confin']"
1943,0,"['limitededit', 'avail', 'mani', 'style', 'color', 'size', 'enjoy', 'save', 'buy', 'save']"
1944,1,"['must', 'come', 'togeth', 'tackl', 'climat', 'chang', 'one', 'critic', 'threat', 'human', 'health', 'watch', 'learn', 'climat', 'chang', 'impact', 'basic', 'human', 'right', 'progress', 'alreadi', 'make']"
1945,0,"['squarespac', 'email', 'campaign', 'allow', 'era', 'build', 'commun', 'around', 'brand']"
1946,1,"['rememb', 'veteran', 'chariti', 'wrote', 'last', 'month', 'give', 'major', 'fund', 'telemarket', 'chariti', 'navig', 'independ', 'chariti', 'evalu', 'warn', 'donor', 'two', 'group', 'read', 'latest', 'find', 'thi', 'mean']"
1947,1,"['like', 'tire', 'senat', 'hold', 'back', 'presid', 'trump']"
1948,1,"['sign', 'petit', 'join', 'canadian', 'speak', 'gun', 'violenc', 'triggerchang']"
1949,1,"['final', 'hour', 'campaign', 'doug', 'still', 'need', 'peopl', 'canvass', 'grab', 'friend', 'help', 'get', 'vote', '1', 'canvass', 'youll', 'talk', 'peopl', 'alreadi', 'support', 'doug', 'jone', 'get', 'peopl', 'poll', '2', 'train', 'provid', 'although', 'super', 'easi', '3', 'onli', 'take', '2', 'hour', 'complet', 'packet', '4', 'dont', 'go', 'alon', 'bring', 'friend', '5', 'best', 'way', 'get', 'vote']"
1950,0,"['sloth', 'cute', 'cuddli', 'curiou', 'sometim', 'get', 'curiou', 'thi', 'ador', 'card', 'game', 'race', 'friend', 'see', 'save', 'reckless', 'sloth', 'time']"
1951,0,"['monthli', 'rental', 'servic', 'mix', 'match', 'piec', 'men', '’', 'women', '’', 'collect', 'endless', 'style', 'freedom', 'selfexpress']"
1952,1,"['rural', 'america', 'urg', 'congress', 'support', 'rural', 'commun', 'act']"
1953,1,"['want', 'keep', 'pennsylvania', 'state', 'park', 'beauti', 'next', '25', 'year', 'need', 'yo']"
1954,1,"['black', 'american', 'die', 'covid19', 'higher', 'rate', 'trump', 'administr', 'blame', 'dispar', 'poor', 'health', 'trump', 'polici', 'onli', 'exacerb', 'problem']"
1955,0,"['keep', 'weight', 'noom', 'restrict', 'diet', 'imposs', 'workout', 'plan', 'result', 'back', 'scienc', 'onli', '10', 'minut', 'day']"
1956,1,"['bring', 'back', 'liber', 'republican', 'like', 'rep', 'fenwick', 'help', 'fix', 'broken', 'polit']"
1957,0,"['nation', 'cooki', 'day', 'give', 'sweet', 'deal', 'one', 'day', 'onli', 'buy', 'three', 'cooki', 'dozen', 'get', 'one', 'free', 'free', 'ship', 'use', 'code', 'cooki']"
1958,1,"['citizen', 'secur', 'safe', 'america', 'citizen', 'secur', 'safe', 'america', 'sponsor', 'paid', 'citizen', 'secur', 'safe', 'america', 'non', 'profit', 'corpor', 'sponsor', 'citizen', 'secur', 'safe', 'america', 'non', 'profit', 'corpor', 'citizen', 'secur', 'safe', 'america']"
1959,1,"['phone', 'friend', 'april', '12', 'main', 'censu', 'self', 'respons', 'rate', '385', 'washington', 'counti', 'onli', '298', 'weve', 'increas', 'bit', 'past', 'week', 'realli', 'need', 'catch', 'find', 'town', 'graphic', 'want', 'percentag', 'higher', 'onc', 'youv', 'respond', 'censu', 'phone', 'friend', 'neighbor', 'remind', 'well', 'know', 'censu', 'count', 'effect', 'much', 'feder', 'aid', 'come', 'main', 'washington', 'counti', 'mean', 'money', 'school', 'lunch', 'medicaid', 'student', 'loan', 'health', 'care', 'center', 'employ', 'servic', 'water', 'wast', 'dispos', 'system', 'head', 'start', 'much', 'want', 'road', 'get', 'fix', 'want', 'respond', 'censu', 'dont', '12', 'digit', 'censu', 'id', 'go', 'my2020censusgovlogin', 'click', 'link', 'say', 'censu', 'id', 'click']"
1960,1,"['thi', 'holiday', 'season', 'congress', 'must', 'leav', 'town', 'without', 'end', 'anxieti', '9', 'million']"
1961,1,"['california', 'clean', 'money', 'public', 'financ', 'campaign', 'get', 'politician', 'fundrais', 'game', 'well', 'need', 'initi', 'pass', 'must', 'know', 'voter', 'stand', 'donat', '3', 'poll', 'gt', 'httpbitlygivepoll1']"
1962,0,"['shop', 'care', 'curat', 'collect', 'crystal', 'herb', 'tea', 'book', 'apothecari', 'item', 'earth', 'spirit', 'subscrib', 'monthli', 'subscript', 'box', '20month', '5', 'ship', 'learn', 'tamedwildcom']"
1963,0,"['sale', 'end', 'today', 'last', 'chanc', 'save', 'big', 'thi', 'mega', 'warehous', 'sale']"
1964,1,"['pride', 'month', 'yall', 'proudli', 'show', 'support', 'lgbtq', 'commun', 'texa', 'get', 'pride', 'sticker', 'today']"
1965,0,"['onli', 'way', 'start', 'cold', 'morn', 'around', 'campfir', 'shot', 'creami', 'caram', 'butter', 'pecan', 'moonshin', 'coffe', '’', 'take', 'word']"
1966,1,"['get', 'elect', 'readi', 'must', 'rais', '100000', 'befor', 'midnight', 'sunday', 'septemb', '30th', 'ask', 'support', 'build', 'campaign', 'team', 'best', 'posit', 'possibl', 'befor', 'elect', 'offici', 'kick', 'determin', 'fight', 'solut', 'peopl', 'urgent', 'need', 'right', 'skyrocket', 'hous', 'price', 'soar', 'outofpocket', 'healthcar', 'cost', 'canadian', 'havent', 'receiv', 'help', 'need', 'us', 'chang', 'game', 'count', 'chip', 'support', 'work']"
1967,0,"['cute', 'talent', 'peanut', 'musician', 'total', 'hit', 'get', 'httpsbitly39ag6vb']"
1968,1,"['2', 'min', 'chrono', 'patient', 'form', 'autom', 'sidep', 'fill', 'demateri', 'send', 'result']"
1969,0,"['need', 'littl', 'craft', 'help', 'problem', 'becom', 'craftsi', 'premium', 'member', 'onli', '5', 'full', 'year', 'get', 'access', 'craftsi', '’', 'premium', 'instruct', 'craft', 'video', 'enjoy', 'access', 'world', '’', 'best', 'expert', 'make', 'easi', 'learn', 'new', 'skill', 'fun', 'craft', 'craftsi', 'enjoy', '94', 'today']"
1970,0,"['limit', 'time', 'onli', 'buy', '3', 'bottl', 'low', 'alcohol', 'spirit', 'well', 'give', '20', 'order', 'checkout']"
1971,1,"['billion', 'dollar', 'lawsuit', 'link', 'jampj', 'babi', 'powder', 'ovarian', 'cancer', 'contact', 'us', 'famili', 'member', 'wa', 'diagnos']"
1972,1,"['preorder', 'learn', 'truth', 'befor', 'vote', 'thi', 'novemb']"
1973,0,"['get', 'start', 'today', 'help', 'creat', 'qualiti', 'banner', 'busi', 'next', 'event', 'premium', 'qualiti', 'lowest', 'price', 'get', 'expert', 'design', 'assist', 'free', 'sampl', 'kit…']"
1974,0,"['big', 'thing', 'happen', 'websit', 'wwwcoffeepotsirelandcom', 'rsvp', 'launch', 'event', 'thi', 'decemb', 'get', 'line', 'updat', 'preorder']"
1975,0,"['theatr', 'kid', 'unit', 'join', 'upstart', 'crow', 'learn', 'shakespear', 'expert', 'san', 'francisco', 'shakespear', 'festiv', 'thi', 'saturday', 'program', 'teach', 'perform', 'selfconfid', 'teamwork', 'crow', 'conclud', 'program', 'perform', 'shakespear', 'comedi', 'famili', 'friend', 'onlin']"
1976,0,"['join', 'us', 'network', 'affin', 'group', 'critic', 'fieldwid', 'convers', 'virtual', 'expo', 'hall', 'showcas', 'plu', 'dr', 'fauci', 'yoyo', 'speak', 'exclus', 'attende', 'preconfer', 'begin', 'januari', '6', 'earlybird', 'registr', 'rate', 'extend', 'confer', '’', 'wait', 'join', 'us', 'januari', '812', '2021', 'perform', 'art', 'present', 'book', 'tour', 'field', 'come', 'togetheronline…']"
1977,1,"['tampa', 'presid', 'trump', 'ralli', 'thi', 'tuesday', 'juli', '31', 'amp', 'want', 'get', 'free', 'ticket', 'gtgtgt']"
1978,0,"['solut', 'carri', 'roll', 'dress']"
1979,0,"['wa', 'skeptic', 'nonstick', 'pan', 'could', 'revolutionari', 'turn', '’', 'one', 'thing', 'ha', 'brought', 'joy', 'past', 'month']"
1980,1,"['voic', 'led', 'dramat', 'chang', 'ab', '1505', 'ab', '1507', 'help', 'ensur', 'charter', 'public', 'school', 'california', 'stay', 'join', 'us', 'sacramento', 'novemb', '2', '1100', 'am300', 'pm', 'celebr', 'passion', 'advoc']"
1981,1,"['help', 'peopl', 'import']"
1982,0,"['make', 'keyboard', 'watermelon', 'dare', 'play', 'like', 'mezerg', 'connect', '16', 'object', 'devic', 'turn', 'music', 'instrument']"
1983,1,"['stark', 'contrast', 'compar', 'copeendors', 'us', 'rep', 'beto', 'orourk', 'make', 'posit', 'mark', 'social', 'media', 'travel', 'state', 'engag', 'follow', 'benefit', 'follow', 'work', 'dial', 'spread', 'messag', 'exponenti']"
1984,1,"['christ', 'king', 'high', 'school', 'aim', 'rais', 'enough', 'money', '25', 'chromebook']"
1985,1,"['demello', 'spiritu', 'center', 'nonprofit', 'organ', 'dedic', 'teach', 'one', 'great', 'leader', 'mind', 'movement', 'anthoni', 'demello']"
1986,0,"['actual', 'store', 'ha', 'close', 'decid', 'sell', 'rest', 'cloth', 'lower', 'price', 'get', 'httpsbitly3459ujg', 'get', 'httpsbitly3459ujg']"
1987,0,"['befor', 'anyon', 'say', 'anyth', '’', 'tri', 'get', 'pregnant', 'want', 'babi', 'know', 'within', 'next', 'year', '’', '29', '’', 'love', 'im', 'time', 'hormon', 'health', '’', 'someth', '’', 'thought', '’', 'take', 'athom', 'modern', 'fertil', 'hormon', 'test', 'keep', 'posted…', 'learn', 'modern', 'fertil', '→', 'wwwmodernfertilitycom']"
1988,0,"['ahhhhhh', 'thesurprisingpowerofagooddumpl', 'educ', 'audiobook', 'pick', 'good', 'folk', 'librofm', 'give', 'away', 'ten', 'free', 'audiobook', 'download', 'book', 'usread', 'next', 'two', 'week', 'enter', 'chanc', 'win', 'one', 'httpsbitly389unk2', 'thank', 'support']"
1989,1,"['outrag', 'gov', 'rauner', 'hi', 'alli', 'spent', 'almost', 'year', 'cover', 'stergen', 'illeg', 'pollut', 'famili', 'breath', 'poison', 'air', 'im', 'disappoint', 'commission', 'sean', 'morrison', 'ha', 'stay', 'complet', 'silent', 'corpor', 'profit', 'put', 'befor', 'health', 'safeti', 'commun', 'sterigen', 'must', 'shut', 'immedi', 'call', 'attorney', 'gener', 'lisa', 'madigan', 'immedi', 'launch', 'independ', 'investig', 'rauner', 'cover', 'welfar', 'peopl', 'illinoi', 'never', 'come', 'second', 'corpor', 'profit', 'stopsterigen']"
1990,1,"['earli', 'vote', 'offici', 'underway', 'win', 'thi', 'elect', 'without', 'find', 'vote', 'bring', 'friend', 'help', 'us', 'bring', 'thi', 'elect', 'home', 'red', 'win', 'novemb', '6th', 'httpsvotegop']"
1991,1,"['way', 'move', 'sleep', 'interact', 'peopl', 'around', 'depress', 'chang', 'everyth']"
1992,1,"['mountain', 'touch', 'action', 'done', 'thi', 'friday', 'novemb', '13', 'perform', 'illumin', 'heart', 'belledonn', 'massif', 'visibl', 'grenobl', 'discov', 'pictur', 'thi', 'video', 'testifi', 'natur', 'need', 'httpdroitalanatureorgjepartagemontemov', 'grenobl', 'alp', 'belledonn', 'access', 'pourtou', 'natur']"
1993,1,"['atlanta', 'grassroot', 'transit', 'advocaci', 'organ', 'httpwwwcfptorg']"
1994,0,"['sin', 'pleasur', 'reallif', 'quest', 'quietli', 'take', 'bed', 'could', 'deliv', 'home', 'box', 'want', 'surpris', 'partner', 'add', 'spice', 'next', 'even', 'tri', 'thi', 'pr…']"
1995,1,"['acoust', 'wave', 'therapi', 'noninvas', 'nonsurg', 'treatment', 'ed']"
1996,0,"['want', 'impress', 'guest', 'lumeflam', 'bulb', 'turn', 'bore', 'light', 'fixtur', 'jawdrop', 'light', 'guest', 'love']"
1997,1,"['patient', 'count', 'plan', 'parenthood', '’', 'count', 'make', 'taxdeduct', 'donat', '1231', 'tripl', 'impact', '500000']"
1998,1,"['panelpick', 'commun', 'vote', 'close', 'thi', 'friday', 'let', 'us', 'know', 'want', 'see', 'sxsw', 'onlin', 'next', 'march', 'httpowly4eip50cocmt']"
1999,0,"['research', 'entri', 'floor', 'mat', 'sale', 'protect', 'ani', 'home', 'apart', 'beauti', 'entri', 'mat']"
2000,0,"['hey', 'oakland', 'counti', 'homeown', 'kotz', 'heat', 'cool', 'plumb', 'run', 'special', 'next', '21', 'homeown', 'give', 'away', '21', 'voucher', '100', 'furnac', 'air', 'condition', 'plumb', 'servic', 'repair', '…']"
2001,1,"['adam', '12', 'five', 'star', 'school', 'superintend', 'chri', 'gdowski', 'explain', 'import', 'vote', 'ye', '5c', 'amend', '73']"
2002,1,"['join', 'clean', 'energi', 'revolut', 'creat', 'unpreced', 'growth', 'career', 'opportun', 'learn', 'legal', 'tool', 'need', 'chang', 'world']"
2003,0,"['open', 'daili', 'public', 'safeti', 'top', 'prioriti', 'shop', 'eateri', 'guest']"
2004,1,"['help', 'us', 'bring', 'smile', 'child', '’', 'face', 'thi', 'holiday', 'season', 'person', 'card', 'pick', 'card', 'want', 'write', 'messag', 'deliv', 'kid', 'boy', 'town', '’', 'famili', 'home', 'program', 'help', 'us', 'make', 'holiday', 'special', 'thi', 'year', 'httpsbitlyholidayecardsbt']"
2005,1,"['human', 'right', 'equal', 'truth', 'justic', 'everyon', 'build', 'world', 'next', 'gener', 'access', 'free', 'educ', 'openli', 'choos', 'govern', 'make', 'decis', 'without', 'discrimin', 'inequ', 'achiev', 'thi', 'must', 'learn', 'right', 'take', 'free', 'cours', 'today']"
2006,0,"['bed', 'bath', 'beyond', 'bedbathandbeyondcom']"
2007,1,"['bad', 'facial', 'recognit', 'technolog', 'glad', 'ask']"
2008,0,"['limit', 'edit', 'found', 'store', '➡', 'order', 'httpszshortencomn8bxr', 'worldwid', 'ship']"
2009,1,"['hundr', 'dog', 'forc', 'run', 'bite', 'wind', 'blind', 'snow', 'subzero', 'temperatur', 'dure', 'deadli', 'iditarod', 'stop', 'suffer']"
2010,0,"['new', 'arriv', 'autumn', '2020', 'men', 'corduroy', 'trendi', 'shirt', 'seri', 'get', 'httpsncggoodvipvz9w']"
2011,1,"['got', 'copi', 'deep', 'state', 'tell', 'impress', 'know', 'elect', 'offici', 'arent', 'realli', 'pull', 'string', 'read', 'book', 'idea', 'averag', 'citizen', 'like', 'could', 'realli', 'beat', 'deep', 'state', 'take', 'america', 'back', 'thank', 'god', 'bless', 'america', 'fred', 'j', 'missoula', 'mt']"
2012,1,"['trump', 'extrem', 'antichoic', 'suprem', 'court', 'nomine', 'brett', 'kavanaugh', 'make', 'onto', 'bench', 'jeff', 'johnson', 'becom', 'governor', 'minnesota', 'start', 'wave', 'goodby', 'oh', 'decad', 'four', 'progress', 'toward', 'women', 'right', 'freedom', 'better', 'idea', 'join', 'fight', 'jeff', 'johnson', 'wont', 'michel', 'bachmannendors', 'governor', 'run', 'minnesota', 'govern', 'axe', 'come', 'swing', 'roe']"
2013,0,"['custom', 'data', 'platform', 'report', 'synthes', 'data', 'set', '500', 'billion', 'event', 'uncov', 'custom', 'data', 'flow', 'saa', 'tool', 'analyt', 'email', 'advertis', 'live', 'chat', 'find', 'tool', 'grow', 'fastest', 'across', 'respect', 'categori']"
2014,0,"['bank', 'holiday', 'bonanza', '10', 'discount', 'ani', 'order', 'thi', 'bank', 'holiday', 'weekend', 'use', 'code', 'bankholiday']"
2015,0,"['tri', 'new', 'lumin', 'silk', 'conceal', 'winner', 'allur', 'best', 'beauti', 'award', 'pair', 'foundat', 'natur', 'flawless', 'glow']"
2016,1,"['sb1', 'safeguard', 'clean', 'air', 'clean', 'water', 'wildlif', 'worker', 'protect', 'state', 'even', 'trump', 'administr', 'work', 'overtim', 'weaken', 'feder', 'level']"
2017,1,"['today', 'san', 'francisco', 'district', 'attorney', 'georg', 'gascn', 'announc', 'new', 'program', 'automat', 'review', 'past', 'marijuana', 'convict', 'hope', 'california', 'da', 'follow', 'hi', 'lead', 'time', 'undo', 'harm', 'inflict', 'harsh', 'unjust', 'sentenc', 'drug', 'law']"
2018,1,"['jesu', 'said', 'wa', 'homeless', 'doe', 'shake', 'understand', 'care', 'world', 'around', 'us', 'httpwwwrethinkchurchorgchangingthewfaithspartb']"
2019,0,"['‘', 'ti', 'season', 'get', 'bright', 'flavor', 'lightski', 'deliv', 'door', 'save', '5', '12pack', 'code', 'mylightski']"
